Date,Open,High,Low,Close,Volume
2013-11-26,50.703,51.194,50.703,51.194,187
2013-11-27,51.194,51.194,50.623,50.623,58
2013-11-28,51.409,51.409,50.747,50.961,175
2013-11-29,50.961,50.961,50.82,50.82,231
2013-12-02,51.176,51.176,51.176,51.176,2
2013-12-03,50.784,50.784,50.784,50.784,6
2013-12-04,50.337,50.784,50.337,50.558,589
2013-12-05,50.069,50.069,50.069,50.069,28
2013-12-06,51.849,51.849,50.291,50.337,79
2013-12-09,50.514,50.514,50.479,50.479,28
2013-12-10,50.445,50.445,50.094,50.157,18
2013-12-11,50.247,50.247,49.736,49.736,2821
2013-12-12,49.454,49.454,49.016,49.016,204
2013-12-13,49.571,49.571,49.464,49.473,391
2013-12-16,49.464,49.464,49.016,49.016,227
2013-12-17,49.464,49.464,49.375,49.464,245
2013-12-18,49.464,49.68,49.464,49.68,80
2013-12-19,50.364,50.561,50.364,50.545,14198
2013-12-20,50.635,51.264,50.608,50.644,4675
2013-12-23,50.814,51.039,50.814,50.965,2451
2013-12-27,48.979,50.814,48.979,50.814,111
2013-12-30,50.949,50.965,50.949,50.949,4963
2014-01-02,51.264,51.633,51.264,51.397,17
2014-01-03,51.264,51.607,51.183,51.607,1356
2014-01-07,52.163,52.163,51.532,51.758,1912
2014-01-08,51.758,51.758,51.273,51.532,227
2014-01-09,51.378,51.802,51.378,51.802,274
2014-01-10,51.802,52.073,50.85,51.264,6883
2014-01-13,50.814,53.96,50.814,53.96,5154
2014-01-14,50.85,50.85,50.364,50.437,6310
2014-01-15,51.256,51.713,51.256,51.713,529
2014-01-16,53.448,53.448,51.658,51.767,262
2014-01-17,51.831,51.831,51.831,51.831,55
2014-01-20,51.812,51.812,51.623,51.775,664
2014-01-21,53.046,53.046,52.054,52.136,153
2014-01-22,52.098,52.098,52.01,52.01,85
2014-01-23,51.355,51.607,50.832,51.208,5765
2014-01-24,51.093,51.363,50.499,50.499,6441
2014-01-27,50.499,50.499,50.032,50.112,330
2014-01-28,50.373,50.447,50.284,50.284,144
2014-01-29,50.698,50.814,49.976,50.561,11952
2014-01-30,50.561,51.137,50.545,51.137,356
2014-01-31,50.723,51.397,50.635,51.397,3536
2014-02-03,52.163,52.163,50.814,51.004,538
2014-02-04,52.163,52.163,49.906,50.237,1909
2014-02-05,50.364,50.364,49.059,49.059,498
2014-02-06,49.464,49.934,49.464,49.85,10979
2014-02-07,50.354,50.408,49.934,50.032,1996
2014-02-10,51.264,51.264,50.455,50.465,1516
2014-02-11,50.499,50.804,50.499,50.669,5371
2014-02-12,51.264,51.264,50.723,51.208,271
2014-02-13,51.264,51.264,50.616,50.616,140
2014-02-14,51.623,51.623,50.373,50.841,2375
2014-02-17,51.713,51.713,51.093,51.093,220
2014-02-18,51.264,51.264,50.616,50.616,2352
2014-02-19,51.802,51.802,50.688,50.769,203
2014-02-20,51.083,51.083,51.073,51.073,2
2014-02-21,51.802,51.802,51.047,51.047,153
2014-02-24,51.083,51.227,51.047,51.227,103
2014-02-25,51.318,51.318,51.174,51.208,94
2014-02-26,51.517,51.559,51.517,51.559,56
2014-02-27,51.928,51.928,51.559,51.713,78
2014-02-28,51.928,51.928,51.407,51.579,166
2014-03-03,53.026,53.026,51.112,51.614,1182
2014-03-04,53.046,53.046,51.892,51.892,441
2014-03-05,51.892,52.513,51.892,52.513,1743
2014-03-06,53.062,53.062,52.163,52.18,264
2014-03-07,53.062,53.062,52.063,52.342,2609
2014-03-10,53.062,53.062,52.163,52.189,220
2014-03-11,52.208,52.208,52.002,52.208,2065
2014-03-12,53.945,53.945,51.937,52.136,2585
2014-03-13,54.411,54.411,52.027,52.027,1603
2014-03-14,53.835,53.835,51.371,51.378,230
2014-03-17,51.741,51.802,51.378,51.426,160
2014-03-18,52.611,52.611,51.876,52.073,138
2014-03-19,52.073,52.073,51.355,51.355,6572
2014-03-20,52.611,52.611,51.857,51.857,42
2014-03-21,52.163,52.695,52.163,52.695,34
2014-03-24,53.062,53.062,51.919,51.919,8428
2014-03-25,52.973,52.973,51.911,51.919,66
2014-03-26,52.163,52.208,51.947,52.208,619
2014-03-27,52.253,52.253,51.273,51.346,350
2014-03-28,53.046,53.046,51.623,51.713,159
2014-03-31,52.163,52.163,51.892,52.098,217
2014-04-01,52.342,52.342,52.098,52.098,1063
2014-04-02,52.208,52.695,52.208,52.611,727
2014-04-03,53.046,53.046,52.335,52.927,132
2014-04-04,52.927,53.046,52.621,52.621,2088
2014-04-07,53.056,53.056,52.118,52.342,520
2014-04-08,52.118,52.118,51.174,51.174,278
2014-04-09,51.623,51.623,51.532,51.623,18
2014-04-10,53.062,53.062,51.587,51.587,510
2014-04-11,51.587,51.587,50.545,50.545,223
2014-04-14,52.163,52.163,50.635,50.814,253
2014-04-15,51.264,51.327,51.155,51.327,704
2014-04-16,52.883,52.883,51.713,51.713,5423
2014-04-17,51.866,51.947,51.775,51.947,492
2014-04-22,52.783,52.783,51.866,51.937,6075
2014-04-23,52.342,52.476,52.01,52.01,491
2014-04-24,51.541,52.602,51.541,52.136,487
2014-04-25,52.611,52.611,52.198,52.253,316
2014-04-28,52.592,52.592,52.163,52.163,209
2014-04-29,51.713,52.504,51.713,52.253,502
2014-04-30,52.253,52.253,52.092,52.163,25
2014-05-02,52.592,52.611,52.592,52.611,138
2014-05-05,52.253,52.388,51.975,52.253,288
2014-05-06,52.621,52.621,52.037,52.378,1557
2014-05-07,52.476,52.476,51.65,51.857,258
2014-05-08,51.857,52.476,51.857,52.476,66
2014-05-09,52.611,52.611,52.244,52.406,80
2014-05-12,52.611,52.621,52.602,52.621,1728
2014-05-13,52.793,53.062,52.793,53.062,1717
2014-05-14,53.062,53.414,53.062,53.368,64
2014-05-15,52.611,53.297,52.611,53.252,189
2014-05-16,53.252,53.252,52.611,52.611,475
2014-05-19,53.952,53.952,52.703,52.828,46
2014-05-20,53.062,53.062,52.729,53.046,205
2014-05-21,53.046,53.062,52.611,53.062,120
2014-05-22,53.062,53.233,53.062,53.153,309
2014-05-23,53.242,53.405,53.242,53.297,118
2014-05-26,53.421,53.556,53.421,53.421,243
2014-05-27,53.514,53.514,53.514,53.514,1
2014-05-28,53.556,53.952,53.556,53.845,57
2014-05-29,53.96,53.96,53.682,53.682,121
2014-05-30,53.927,53.96,53.514,53.79,58
2014-06-02,54.79,54.79,53.872,53.872,236
2014-06-03,53.97,53.97,53.872,53.872,30
2014-06-04,54.411,54.411,53.781,53.872,267
2014-06-05,53.917,53.96,53.845,53.96,76
2014-06-06,53.96,53.96,53.692,53.692,1434
2014-06-09,54.861,54.861,53.647,53.647,977
2014-06-10,54.501,54.501,54.501,54.501,16
2014-06-11,53.97,54.7,53.97,54.501,418
2014-06-12,54.501,54.554,54.312,54.554,127
2014-06-13,54.592,54.592,54.052,54.141,140
2014-06-16,54.141,54.141,54.141,54.141,4
2014-06-17,54.411,54.798,54.411,54.798,178
2014-06-18,54.861,54.861,54.592,54.755,132
2014-06-20,54.861,55.625,54.861,55.625,103
2014-06-23,55.625,55.625,55.49,55.555,89
2014-06-24,55.625,55.625,55.132,55.132,173
2014-06-25,54.861,55.067,54.861,54.861,230
2014-06-26,54.771,54.861,54.6,54.861,64
2014-06-27,54.861,54.861,54.645,54.645,157
2014-06-30,54.861,54.952,54.861,54.952,80
2014-07-01,55.132,55.382,55.042,55.382,754
2014-07-02,55.761,55.761,55.382,55.382,23
2014-07-03,55.589,55.761,55.589,55.761,115
2014-07-04,55.761,55.95,55.761,55.95,68
2014-07-07,56.614,56.614,55.761,55.761,486
2014-07-08,55.765,55.765,55.283,55.283,842
2014-07-09,55.727,55.727,54.812,55.112,693
2014-07-10,56.044,56.044,55.058,55.275,227
2014-07-11,56.48,56.48,54.913,54.913,355
2014-07-14,55.52,55.656,55.52,55.656,91
2014-07-15,56.418,56.418,55.592,55.592,87
2014-07-16,55.982,55.982,55.682,55.982,64
2014-07-17,55.982,55.982,55.457,55.457,119
2014-07-18,55.628,55.682,55.457,55.457,96
2014-07-21,56.452,56.452,55.537,55.618,679
2014-07-23,56.344,56.418,56.091,56.091,983
2014-07-24,55.638,56.099,55.638,56.099,32
2014-07-25,56.433,56.48,56.433,56.48,125
2014-07-28,56.498,56.542,55.818,55.818,162
2014-07-29,56.516,56.516,56.516,56.516,22
2014-07-30,56.516,56.534,56.318,56.534,123
2014-07-31,56.361,56.361,56.054,56.298,409
2014-08-01,55.618,55.618,55.32,55.547,472
2014-08-04,55.727,55.727,55.356,55.356,130
2014-08-05,55.727,55.727,55.665,55.665,20
2014-08-06,55.665,55.682,55.665,55.665,88
2014-08-07,55.682,55.965,55.638,55.638,153
2014-08-08,56.534,56.534,55.275,55.656,157
2014-08-11,55.727,56.162,55.727,55.828,594
2014-08-12,56.408,56.408,56.318,56.318,19
2014-08-13,56.634,56.634,56.18,56.244,144
2014-08-14,56.091,56.361,56.091,56.308,144
2014-08-18,56.769,57.086,56.744,56.744,84
2014-08-19,60.575,60.575,57.331,57.521,369
2014-08-20,57.233,57.811,57.214,57.811,179
2014-08-21,57.811,58.146,57.811,57.811,152
2014-08-22,58.138,58.174,58.13,58.13,86
2014-08-25,58.13,58.574,58.101,58.202,210
2014-08-26,60.286,60.286,58.499,58.781,334
2014-08-27,58.899,58.999,58.781,58.909,303
2014-08-28,59.17,59.278,58.565,59.278,324
2014-08-29,61.166,61.166,59.17,59.17,566
2014-09-01,59.804,59.804,59.353,59.417,334
2014-09-02,61.618,61.618,59.57,59.624,461
2014-09-03,60.621,60.621,59.361,59.715,1582
2014-09-04,59.715,59.804,59.189,59.804,390
2014-09-05,61.609,61.609,59.18,59.605,301
2014-09-08,59.435,59.605,59.435,59.605,29
2014-09-09,59.804,60.259,59.804,60.012,265
2014-09-10,60.711,60.711,59.775,59.775,1719
2014-09-11,60.674,60.674,59.353,59.894,306
2014-09-12,61.581,61.581,59.579,59.932,187
2014-09-15,61.6,61.6,59.444,59.444,157
2014-09-16,59.534,59.534,59.469,59.469,158
2014-09-17,59.978,59.978,59.398,59.398,614
2014-09-18,59.369,60.439,59.369,60.439,241
2014-09-19,60.938,60.938,60.567,60.567,168
2014-09-22,60.711,60.711,60.478,60.478,407
2014-09-23,61.572,61.572,59.353,59.834,547
2014-09-24,59.353,60.012,59.271,60.012,235
2014-09-25,61.001,61.001,59.633,59.633,1326
2014-09-26,59.217,60.05,59.217,60.05,128
2014-09-29,59.804,60.584,59.804,60.368,425
2014-09-30,60.893,61.11,60.575,60.575,186
2014-10-01,60.621,60.702,60.259,60.259,157
2014-10-02,61.563,61.563,58.918,58.946,889
2014-10-03,59.1,60.521,59.1,60.521,162
2014-10-06,60.711,61.183,60.711,60.846,296
2014-10-07,60.983,60.983,59.894,60.439,161
2014-10-08,61.255,61.255,59.353,59.361,1485
2014-10-09,59.885,60.021,59.624,59.624,265
2014-10-10,61.174,61.174,58.736,59.035,309
2014-10-13,61.5,61.5,57.829,57.993,621
2014-10-14,57.539,58.255,57.177,57.901,736
2014-10-15,58.899,58.899,55.818,57.531,571
2014-10-16,57.077,57.077,55.609,56.634,726
2014-10-17,56.914,57.829,56.914,57.829,435
2014-10-20,58.763,58.763,57.785,57.983,601
2014-10-21,57.901,59.353,57.901,59.353,925
2014-10-22,59.534,60.259,59.534,60.259,204
2014-10-23,61.073,61.073,59.734,60.403,123
2014-10-24,60.403,60.478,60.086,60.478,505
2014-10-27,60.711,60.775,60.484,60.484,249
2014-10-28,58.899,60.795,58.899,60.795,141
2014-10-29,60.702,61.245,60.693,61.245,221
2014-10-30,60.973,61.6,60.973,61.6,98
2014-10-31,62.243,62.749,62.243,62.443,270
2014-11-03,62.524,63.32,62.524,63.249,1509
2014-11-04,64.336,64.336,62.977,62.977,581
2014-11-05,62.887,63.621,62.887,63.43,3170
2014-11-06,63.882,63.882,63.293,63.882,256
2014-11-07,64.481,64.563,63.882,64.336,214
2014-11-10,66.148,66.148,63.791,64.182,201
2014-11-12,64.336,64.336,63.582,63.936,4398
2014-11-13,66.148,66.148,64.336,64.526,559
2014-11-14,64.789,64.789,64.155,64.28,290
2014-11-17,64.336,64.336,63.936,64.318,255
2014-11-18,63.493,64.165,62.524,64.165,1327
2014-11-19,64.336,64.336,63.981,63.981,84
2014-11-20,63.702,63.702,63.339,63.702,1069
2014-11-21,63.838,65.261,63.838,65.086,366
2014-11-24,65.242,65.242,64.544,65.014,296
2014-11-25,65.648,65.648,64.554,64.554,971
2014-11-26,66.148,66.148,64.255,64.255,499
2014-11-27,65.696,65.696,64.573,64.634,115
2014-11-28,66.148,66.148,64.518,64.689,135
2014-12-01,66.138,66.138,63.928,63.928,411
2014-12-02,65.677,65.677,63.483,64.417,438
2014-12-03,65.242,65.242,64.718,64.971,407
2014-12-04,64.88,65.261,64.238,64.238,1029
2014-12-05,65.879,67.046,64.427,65.432,795
2014-12-08,66.148,66.148,65.314,65.36,220
2014-12-09,66.104,66.104,63.43,63.666,1744
2014-12-10,66.008,66.008,63.766,63.811,2080
2014-12-11,63.857,64.485,63.257,64.485,1605
2014-12-12,64.521,64.521,62.974,62.974,677
2014-12-15,63.766,63.766,62.271,62.527,477
2014-12-16,61.033,62.507,60.213,62.398,1093
2014-12-17,63.63,63.63,62.398,63.018,775
2014-12-18,65.588,65.806,64.559,65.762,984
2014-12-19,65.806,67.191,65.806,67.036,651
2014-12-22,67.411,67.411,66.699,67.372,821
2014-12-23,67.411,68.338,66.999,68.31,7083
2014-12-29,71.482,71.482,67.919,68.548,5048
2014-12-30,68.32,68.858,67.765,68.419,1699
2015-01-02,68.931,68.958,68.686,68.958,7881
2015-01-05,68.83,70.141,68.183,68.221,1383
2015-01-07,67.901,68.739,67.901,68.693,2800
2015-01-08,68.693,69.596,68.693,69.578,1213
2015-01-09,69.604,69.77,68.557,68.758,2600
2015-01-12,68.693,69.422,68.302,68.703,1696
2015-01-13,68.458,69.888,66.498,69.679,722
2015-01-14,68.358,68.739,67.027,67.657,7498
2015-01-15,67.756,69.414,67.756,69.414,835
2015-01-16,68.958,70.006,68.148,69.87,1603
2015-01-19,70.141,70.197,69.686,70.169,4746
2015-01-20,70.505,70.789,70.124,70.151,780
2015-01-21,70.597,70.597,69.187,69.787,1573
2015-01-22,69.87,71.417,69.804,71.417,472
2015-01-23,72.056,72.92,71.68,71.69,1125
2015-01-26,71.664,71.872,71.162,71.69,722
2015-01-27,71.781,71.781,69.787,70.206,1495
2015-01-28,73.22,73.22,70.58,70.78,165
2015-01-29,70.316,70.316,68.302,69.085,5964
2015-01-30,70.106,70.106,69.142,69.505,582
2015-02-02,68.858,68.958,67.958,68.518,2590
2015-02-03,69.231,69.896,69.142,69.377,2188
2015-02-04,69.686,70.371,68.894,69.532,442
2015-02-05,69.596,69.87,69.596,69.87,98
2015-02-06,70.169,70.77,69.505,70.597,465
2015-02-09,70.116,70.597,70.116,70.325,193
2015-02-10,70.68,71.245,70.68,70.916,6204
2015-02-11,71.599,71.963,71.417,71.963,218
2015-02-12,71.738,72.828,71.099,71.417,868
2015-02-13,71.245,71.708,70.726,71.708,1899
2015-02-16,71.518,71.738,71.518,71.637,740
2015-02-17,71.79,71.938,71.628,71.799,647
2015-02-18,71.664,72.1,71.609,71.963,576
2015-02-19,71.544,71.763,71.326,71.68,113
2015-02-20,71.938,72.392,71.728,71.838,888
2015-02-23,72.366,72.666,72.3,72.419,289
2015-02-24,72.776,72.776,72.329,72.457,469
2015-02-25,72.309,72.419,71.963,72.3,126
2015-02-26,72.292,72.876,72.191,72.876,768
2015-02-27,72.876,73.157,72.319,73.039,593
2015-03-02,73.177,73.177,72.766,72.876,479
2015-03-03,73.304,73.603,73.148,73.148,9664
2015-03-04,73.46,73.567,72.876,73.22,551
2015-03-05,73.421,73.531,73.22,73.44,519
2015-03-06,73.512,74.405,73.329,74.279,1099
2015-03-09,72.876,73.748,72.701,73.603,1415
2015-03-10,73.997,74.624,73.421,74.624,9697
2015-03-11,74.525,74.698,74.014,74.698,1183
2015-03-12,74.222,74.934,74.04,74.934,885
2015-03-13,75.607,76.064,75.007,75.426,10333
2015-03-16,75.553,75.782,74.679,75.782,1933
2015-03-17,75.626,75.91,75.024,75.655,2927
2015-03-18,75.792,75.792,75.244,75.244,534
2015-03-19,77.43,77.43,75.426,75.835,1020
2015-03-20,75.744,75.843,75.082,75.843,833
2015-03-23,75.607,75.607,73.714,74.269,851
2015-03-24,73.778,74.178,67.683,74.031,10331
2015-03-25,74.698,74.698,71.963,72.329,1230
2015-03-26,70.634,71.838,70.505,71.599,1564
2015-03-27,75.381,75.381,72.147,72.666,559
2015-03-30,72.876,73.468,72.876,73.011,331
2015-03-31,73.739,74.115,73.502,73.714,1944
2015-04-01,72.785,73.148,72.366,72.793,1003
2015-04-02,72.265,72.376,71.872,72.2,663
2015-04-07,72.548,72.876,72.419,72.701,7173
2015-04-08,72.366,72.366,71.345,72.347,7029
2015-04-09,72.392,73.788,72.238,73.788,7585
2015-04-10,73.788,74.352,73.788,73.912,5183
2015-04-13,73.912,74.698,73.912,74.606,1421
2015-04-14,74.606,74.606,73.177,73.45,521
2015-04-15,73.45,74.65,73.412,74.578,11438
2015-04-16,74.188,74.188,73.586,74.068,1349
2015-04-17,73.576,73.576,72.366,72.666,1846
2015-04-20,72.666,73.058,72.508,72.508,631
2015-04-21,73.46,73.612,72.518,73.329,18783
2015-04-22,72.957,73.329,72.083,73.329,6134
2015-04-23,73.329,73.329,72.793,73.058,226
2015-04-24,73.049,73.287,72.876,73.287,1559
2015-04-27,73.44,73.44,72.766,72.766,438
2015-04-28,72.538,72.675,71.838,71.963,793
2015-04-29,71.909,71.972,70.562,70.77,6195
2015-04-30,70.87,70.87,70.023,70.853,1513
2015-05-04,71.062,71.828,71.062,71.628,894
2015-05-05,71.963,71.963,70.87,71.172,1079
2015-05-06,70.571,70.981,69.551,69.641,728
2015-05-07,69.559,70.141,68.777,70.141,1981
2015-05-08,70.179,71.591,70.179,71.591,2781
2015-05-11,71.847,71.963,71.847,71.963,593
2015-05-12,72.147,72.147,71.053,71.609,357
2015-05-13,71.645,71.645,70.78,70.945,273
2015-05-14,70.889,70.889,70.58,70.58,105
2015-05-15,70.897,71.133,70.534,70.534,134
2015-05-18,70.351,71.053,70.27,71.053,341
2015-05-19,71.599,72.601,71.599,72.508,303
2015-05-20,72.675,72.876,72.419,72.876,636
2015-05-21,72.876,73.484,72.366,73.238,7274
2015-05-22,73.329,74.386,72.876,74.386,1044
2015-05-25,74.386,74.698,72.876,74.698,186
2015-05-26,74.725,75.571,74.725,75.143,6722
2015-05-27,75.024,75.244,74.962,75.244,1749
2015-05-28,75.171,75.325,74.698,75.235,6246
2015-05-29,75.089,75.089,73.788,74.269,6226
2015-06-01,75.062,75.062,74.606,74.606,175
2015-06-02,74.525,74.533,72.876,73.229,764
2015-06-03,73.431,73.768,72.876,72.876,2095
2015-06-05,72.785,72.966,72.601,72.966,727
2015-06-08,73.148,73.148,72.785,72.785,1089
2015-06-09,72.119,72.477,71.373,72.477,2496
2015-06-10,72.1,72.1,71.51,71.919,145
2015-06-11,72.61,73.076,72.036,72.938,669
2015-06-12,72.793,73.093,72.692,72.692,140
2015-06-15,72.528,72.528,72.056,72.056,59
2015-06-16,71.809,71.919,71.133,71.781,517
2015-06-17,72.648,72.886,72.147,72.886,78
2015-06-18,72.257,72.82,71.373,72.82,178
2015-06-19,72.866,73.603,72.866,73.196,524
2015-06-22,73.148,73.338,72.548,73.338,643
2015-06-23,74.698,74.698,73.649,74.168,414
2015-06-24,73.788,74.405,73.788,74.405,70
2015-06-25,73.878,74.168,73.788,73.788,62
2015-06-26,73.576,74.048,73.512,74.048,176
2015-06-29,75.607,75.607,73.329,73.596,2318
2015-06-30,72.257,73.03,72.257,72.966,390
2015-07-01,72.802,73.696,72.802,73.612,232
2015-07-02,73.788,73.788,73.696,73.696,271
2015-07-03,73.748,73.748,73.067,73.603,236
2015-07-06,73.788,73.788,72.985,73.788,1515
2015-07-07,74.105,74.694,74.105,74.242,807
2015-07-08,73.707,74.629,72.989,74.26,958
2015-07-09,73.707,74.353,73.707,74.122,1358
2015-07-10,73.707,73.707,72.648,72.73,1868
2015-07-13,72.73,74.076,72.73,74.076,366
2015-07-14,74.167,74.343,73.495,74.343,340
2015-07-15,74.324,74.813,74.324,74.813,308
2015-07-16,75.089,75.227,74.997,75.227,3405
2015-07-17,75.183,75.227,75.183,75.227,147
2015-07-20,75.274,76.159,75.227,75.91,1188
2015-07-21,76.334,76.334,74.978,75.466,718
2015-07-22,75.024,75.024,74.205,74.905,387
2015-07-23,75.135,75.135,74.629,74.629,312
2015-07-24,74.471,74.471,74.167,74.167,42
2015-07-27,73.892,73.892,71.737,72.483,1341
2015-07-28,72.592,72.879,72.592,72.702,86
2015-07-29,73.642,73.937,73.614,73.827,201
2015-07-30,74.086,74.784,74.086,74.784,297
2015-07-31,75.19,75.265,74.372,74.398,6590
2015-08-03,74.711,74.711,73.985,74.491,931
2015-08-04,74.572,74.84,74.38,74.84,425
2015-08-05,74.867,75.872,74.813,75.872,691
2015-08-06,75.366,75.872,75.274,75.274,586
2015-08-07,75.042,75.042,75.042,75.042,166
2015-08-10,74.896,75.541,74.187,75.541,115
2015-08-11,74.961,75.082,74.545,74.784,143
2015-08-12,73.855,73.855,72.397,72.397,815
2015-08-13,73.661,74.353,73.522,73.522,88
2015-08-14,73.707,73.743,73.385,73.614,207
2015-08-17,73.246,73.864,72.176,72.176,133
2015-08-18,74.353,74.353,74.167,74.333,734
2015-08-19,74.343,74.343,74.167,74.167,36
2015-08-20,73.522,73.522,72.233,72.416,368
2015-08-21,71.017,71.017,69.902,69.902,1732
2015-08-24,66.797,67.157,60.173,66.336,5889
2015-08-25,65.387,67.396,65.387,67.23,7738
2015-08-26,65.775,67.432,65.405,66.613,6403
2015-08-27,67.35,70.944,67.35,70.014,12178
2015-08-28,70.353,70.363,69.405,70.363,1265
2015-08-31,70.115,70.298,69.698,70.197,503
2015-09-01,68.677,68.677,67.765,67.994,11485
2015-09-02,68.795,68.906,68.179,68.28,478
2015-09-03,68.677,70.232,68.677,70.232,5652
2015-09-04,69.377,69.377,68.226,68.226,5919
2015-09-07,68.906,69.139,68.906,69.109,189
2015-09-08,69.919,69.919,69.654,69.654,203
2015-09-09,70.381,70.834,70.021,70.115,5533
2015-09-10,68.694,70.852,68.133,68.861,5693
2015-09-11,68.594,68.594,67.994,67.994,25
2015-09-14,68.456,68.916,68.456,68.639,193
2015-09-15,68.741,68.741,68.179,68.586,137
2015-09-16,69.037,69.736,69.037,69.377,390
2015-09-17,70.021,70.021,69.47,69.47,194
2015-09-18,69.21,69.21,67.994,68.547,12136
2015-09-21,68.547,68.935,68.041,68.935,3287
2015-09-22,69.534,69.534,68.133,68.133,5514
2015-09-23,68.409,69.099,68.409,68.649,963
2015-09-24,68.639,68.639,67.81,67.968,110
2015-09-25,69.099,69.847,69.099,69.487,50
2015-09-28,67.535,69.119,67.535,68.317,186
2015-09-29,66.354,67.451,66.354,66.972,306
2015-09-30,67.94,68.179,67.469,68.179,957
2015-10-01,69.534,69.58,68.456,68.456,191
2015-10-02,68.76,69.405,67.258,68.061,849
2015-10-05,69.109,70.021,68.897,70.021,2943
2015-10-06,70.473,70.759,70.473,70.629,238
2015-10-07,70.629,71.135,70.021,70.206,3524
2015-10-08,70.418,70.483,69.885,70.391,13057
2015-10-09,71.403,71.403,70.648,70.667,105
2015-10-12,71.403,71.403,70.529,70.529,228
2015-10-13,70.529,70.686,70.509,70.686,152
2015-10-14,70.14,70.206,69.746,69.746,97
2015-10-15,70.944,70.944,70.021,70.021,33
2015-10-16,70.944,71.468,70.944,71.293,267
2015-10-19,71.22,71.772,71.22,71.772,182
2015-10-20,71.772,71.772,70.944,70.962,160
2015-10-21,71.551,72.582,71.551,72.003,717
2015-10-22,72.416,72.416,72.296,72.315,160
2015-10-23,73.9,75.089,73.9,74.711,714
2015-10-26,74.711,75.55,74.711,75.55,406
2015-10-27,75.55,75.55,75.089,75.476,133
2015-10-28,75.55,76.01,75.457,76.01,499
2015-10-29,76.516,77.088,76.286,76.765,9162
2015-10-30,76.473,76.886,75.862,75.862,8619
2015-11-02,75.457,75.937,75.457,75.604,271
2015-11-03,76.609,77.126,76.195,77.126,4109
2015-11-04,77.503,77.67,77.207,77.207,1264
2015-11-05,78.314,78.314,77.023,77.207,2357
2015-11-06,77.448,78.314,76.987,77.834,547
2015-11-09,78.314,78.581,77.67,77.67,1549
2015-11-10,77.688,77.854,76.97,77.854,1478
2015-11-12,77.227,77.567,76.498,76.655,726
2015-11-13,76.149,76.305,75.808,76.213,460
2015-11-16,75.402,76.057,74.794,76.057,624
2015-11-17,77.392,77.475,76.931,77.217,3167
2015-11-18,77.346,77.67,77.217,77.67,90
2015-11-19,77.993,78.591,77.993,78.432,502
2015-11-20,78.277,78.398,77.595,78.22,1787
2015-11-23,78.314,79.226,78.314,79.226,706
2015-11-24,79.871,79.871,78.175,78.408,338
2015-11-25,78.775,79.76,78.765,79.752,2315
2015-11-26,79.788,80.11,79.788,79.944,270
2015-11-27,79.621,79.944,79.236,79.605,1817
2015-11-30,79.752,80.221,79.236,80.101,1451
2015-12-01,79.932,79.932,79.012,79.448,3761
2015-12-02,80.071,80.611,79.793,80.388,313
2015-12-03,79.906,80.249,78.511,78.511,4556
2015-12-04,77.423,78.027,76.438,78.027,723
2015-12-07,78.39,79.199,77.991,77.991,6791
2015-12-08,78.185,78.185,77.116,77.116,84
2015-12-09,77.861,77.861,76.707,77.413,858
2015-12-10,81.793,81.793,76.252,77.525,375
2015-12-11,76.51,77.181,74.774,75.797,2587
2015-12-14,75.797,76.102,75.145,75.145,314
2015-12-15,75.209,76.919,75.209,76.919,647
2015-12-16,76.837,77.153,76.596,76.596,455
2015-12-17,77.719,79.478,76.753,77.061,2150
2015-12-18,75.89,76.131,75.201,75.201,10092
2015-12-21,74.801,75.136,74.318,74.366,923
2015-12-22,74.718,74.718,73.741,74.318,579
2015-12-23,74.356,75.88,74.356,75.88,432
2015-12-28,78.965,78.965,75.219,75.378,1638
2015-12-29,75.62,76.205,75.62,76.121,891
2015-12-30,76.223,76.409,74.83,76.223,552
2016-01-04,79.012,79.012,74.366,75.201,6166
2016-01-05,79.003,79.003,75.666,76.298,348
2016-01-07,78.957,78.957,73.297,74.318,1733
2016-01-08,75.295,75.295,73.508,73.806,637
2016-01-11,73.026,73.202,72.503,72.719,1467
2016-01-12,72.888,74.141,72.738,74.003,1333
2016-01-13,73.899,74.366,73.436,73.436,389
2016-01-14,72.04,73.38,71.093,73.38,632
2016-01-15,73.258,73.258,70.768,71.789,523
2016-01-18,70.768,73.899,70.768,73.186,1799
2016-01-19,74.122,74.282,73.186,73.186,311
2016-01-20,71.381,71.808,71.138,71.548,631
2016-01-21,71.948,73.815,71.902,73.815,656
2016-01-22,73.815,74.067,73.806,74.067,147
2016-01-25,73.899,74.318,73.639,74.224,582
2016-01-26,73.147,73.806,72.598,73.806,834
2016-01-27,73.806,74.077,73.806,74.077,47
2016-01-28,74.366,74.366,72.663,72.868,7558
2016-01-29,72.878,74.198,72.878,74.141,221
2016-02-01,74.366,74.366,73.36,73.36,134
2016-02-02,73.78,73.78,73.156,73.156,270
2016-02-03,73.341,73.341,71.297,71.344,892
2016-02-04,72.04,72.04,71.111,71.187,2160
2016-02-05,71.651,71.798,71.111,71.4,260
2016-02-08,71.4,71.4,69.578,70.646,386
2016-02-09,69.996,69.996,67.858,67.858,2109
2016-02-10,70.627,70.627,68.722,69.716,1442
2016-02-11,72.495,72.495,66.929,67.393,390
2016-02-12,67.801,68.788,67.801,68.788,1210
2016-02-15,70.126,70.906,70.079,70.906,199
2016-02-16,70.646,70.834,70.646,70.721,88
